sentence,label
"the jokes are flat , ",0
was kind of terrific once ,1
fart ,0
colorful ,1
thick with wit it plays like a reading from bartlett 's familiar quotations ,1
with incredible subtlety and acumen ,1
dramatic comedy ,1
the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent ,0
"beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade ",1
targeted to the tiniest segment of an already obscure demographic ,0
you will also learn a good deal about the state of the music business in the 21st century ,1
timeless and ,1
a boatload of screenwriting cliches that sink it faster than a leaky freighter ,0
to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks ,0
it 's that painful . ,0
covers this territory with wit and originality ,1
"extremely funny , ultimately heartbreaking ",1
scenes all end in someone screaming . ,0
to be that rarity among sequels ,1
shot two years ago ,0
by the sheer beauty of his images ,1
"... it was n't the subject matter that ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second , did i miss something ? '' ",0
"offer any insights that have n't been thoroughly debated in the media already , back in the dahmer heyday of the mid - '90s ",0
"the kind of movie that 's critic-proof , simply because it aims so low ",0
"'s a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire ! ",1
wholesome fantasy ,1
quirky iranian drama secret ballot ,1
its elbows sticking out where the knees should be ,0
three sides of his story with a sensitivity ,1
find yourself rooting for the monsters in a horror movie ,0
he runs around and acts like a doofus ,0
an honored screen veteran ,1
so willing to champion the fallibility of the human heart ,1
"any of the character dramas , which never reach satisfying conclusions ",0
"successfully blended satire , ",1
bill morrison 's decasia ,1
seems embarrassed to be part of ,0
impossible task ,0
her welcome in her most charmless performance ,0
is bad ,0
afraid to provoke introspection in both its characters and its audience ,0
"come by once in a while with flawless amounts of acting , direction , story and pace ",1
"a quiet , disquieting triumph ",1
"winds up moving in many directions as it searches ( vainly , i think ) for something fresh to say ",0
gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game . ,1
is little more than a mall movie designed to kill time ,0
demented premise ,0
went back ,1
"a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place ",1
two men who discover what william james once called ` the gift of tears ,1
is wonderful . ,1
"produced in recent memory , even if it 's far tamer than advertised ",1
", the movie is in a class by itself ",1
"earnest , unsubtle and hollywood-predictable ",0
string ,1
"of the biggest names in japanese anime , with impressive results ",1
"seriously dumb characters , ",0
"throws quirky characters , odd situations , and off-kilter dialogue at us ",0
even steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,0
one of the rarest kinds of films ,1
"original is its content , look , and style ",1
intermittently wise ,1
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy . ",0
some laughs and a smile ,1
"takes full , chilling advantage of its rough-around-the-edges , low-budget constraints ",1
"offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them . ",1
"a paunchy midsection , ",0
collapses into exactly the kind of buddy cop comedy ,0
seems to go out of his way to turn the legendary wit 's classic mistaken identity farce into brutally labored and unfunny hokum . ,0
of wit and dignity ,1
tootsie knockoff . ,0
ate ,0
in an attempt ,0
of what was created for the non-fan to figure out what makes wilco a big deal ,1
"assured , glossy ",1
point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1
the thrown-together feel of a summer-camp talent show : hastily written ,0
be required viewing for civics classes and would-be public servants alike ,1
choosing his roles with the precision of the insurance actuary ,1
the buoyant energy level ,1
match his ambition ,1
draws its considerable power from simplicity . ,1
"it may be a no-brainer , but at least it 's a funny no-brainer ",1
a major waste ,0
remarkably dull with only caine ,0
"ignore the reputation , and ignore the film . ",0
"what ( denis ) accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned . ",1
most moronic screenplays ,0
tries its best ,1
"remains prominent , as do the girls ' amusing personalities . ",1
the recent argentine film son of the bride reminded us that a feel-good movie can still show real heart ,1
a cheap scam put together by some cynical creeps at revolution studios and imagine entertainment to make the suckers out there surrender $ 9 and 93 minutes of unrecoverable life . ,0
shakespeare ,0
straightforward ,1
"soulless and -- even more damning -- virtually joyless , ",0
a clear-eyed chronicle ,1
seem to hit ,1
"strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder . ",0
"often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ? ",0
twice as powerful ,1
maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? '' ,0
latest effort is not the director at his most sparkling ,0
is fiercely intelligent and uncommonly ambitious . ,1
"wickedly funny , visually engrossing , never boring , this movie challenges us to think about the ways we consume pop culture . ",1
moonlight mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy . ,1
"liked it because it was so endlessly , grotesquely , inventive . ",1
"fast , frenetic , funny , even punny 6 ",1
provide insight ,1
blanchett and ribisi compellingly tap into a spiritual aspect of their characters ' suffering ,1
restrained and ,0
has a compelling story to tell ,1
bring tissues . ,1
an enjoyable film in its own right ,1
ranks as the most original in years . ,1
abandoned their slim hopes and dreams ,0
such a tragedy ,0
"an observant , unfussily poetic meditation ",1
it 's not nearly as fresh or enjoyable as its predecessor ,0
toes the fine line between cheese and earnestness remarkably well ,1
an original bone ,1
"contrived as this may sound , mr. rose 's updating works surprisingly well . ",1
"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street ",1
an endearing cast ,1
earnest moment ,1
"( lin chung 's ) voice is rather unexceptional , ",0
near-masterpiece . ,1
"if damon and affleck attempt another project greenlight , next time out they might try paying less attention to the miniseries and more attention to the film it is about . ",0
threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans . ,0
